OrderID,OrderDate,Region,Category,Sales
ORD00235,2023-02-03,South,Office Supplies,307.83
ORD00236,2023-04-03,West,Office Supplies,474.45
ORD00237,2023-05-24,South,Technology,339.6
ORD00238,2022-04-26,West,Furniture,346.63
ORD00239,2022-07-03,South,Technology,411.1
ORD00240,2023-02-08,West,Technology,322.94
ORD00241,2023-04-03,East,Technology,478.59
ORD00242,2023-01-09,South,Technology,596.86
ORD00243,2022-12-09,East,Technology,415.96
ORD00244,2023-10-14,West,Office Supplies,90.9
ORD00245,2023-01-05,Central,Technology,219.99
ORD00246,2022-02-25,East,Technology,93.87
ORD00247,2022-09-07,West,Office Supplies,501.3
ORD00248,2022-07-30,East,Office Supplies,63.41
ORD00249,2022-07-08,East,Office Supplies,362.44
ORD00250,2023-08-08,South,Office Supplies,351.97
ORD00251,2023-01-10,East,Technology,506.87
ORD00252,2023-08-12,East,Furniture,366.68
ORD00253,2022-07-24,West,Technology,595.73
ORD00254,2022-10-15,West,Technology,571.15
ORD00255,2023-07-27,East,Technology,249.14
ORD00256,2022-07-10,West,Technology,291.79
ORD00257,2023-12-10,East,Office Supplies,398.92
ORD00258,2023-02-23,South,Technology,330.8
ORD00259,2022-04-11,East,Office Supplies,368.94
ORD00260,2023-07-10,West,Technology,71.92
ORD00261,2022-10-12,South,Technology,252.89
ORD00262,2022-07-30,West,Furniture,468.61
ORD00263,2023-02-22,West,Furniture,530.84
ORD00264,2022-08-29,Central,Furniture,24.36
ORD00265,2022-07-01,East,Technology,296.53
ORD00266,2023-06-26,Central,Furniture,322.09
ORD00267,2022-02-03,South,Furniture,170.7
ORD00268,2023-02-05,Central,Furniture,167.23
ORD00269,2023-09-23,Central,Furniture,58.88
ORD00270,2023-01-19,West,Furniture,334.23
ORD00271,2022-02-05,South,Office Supplies,214.96
ORD00272,2023-05-31,East,Office Supplies,134.38
ORD00273,2022-01-17,South,Technology,163.45
ORD00274,2022-06-02,South,Office Supplies,235.72
ORD00275,2023-06-09,East,Technology,573.98
ORD00276,2022-09-05,Central,Technology,403.45
ORD00277,2023-05-12,West,Furniture,483.31
ORD00278,2022-10-23,Central,Technology,166.33
ORD00279,2022-01-13,West,Office Supplies,448.01
ORD00280,2023-07-15,East,Technology,447.78
ORD00281,2023-03-17,South,Office Supplies,231.16
ORD00282,2022-12-27,South,Office Supplies,112.84
ORD00283,2023-11-01,West,Furniture,258.75
ORD00284,2023-10-07,Central,Technology,296.37
ORD00285,2022-12-17,East,Furniture,410.08
ORD00286,2022-11-30,Central,Office Supplies,167.06
ORD00287,2023-10-24,South,Office Supplies,94.24
ORD00288,2022-10-30,West,Furniture,65.2
ORD00289,2022-05-13,South,Office Supplies,201.66
ORD00290,2022-09-18,South,Furniture,333.68
ORD00291,2022-07-29,South,Technology,47.76
ORD00292,2022-11-08,Central,Furniture,108.46
ORD00293,2023-10-23,West,Technology,351.62
ORD00294,2023-02-03,West,Technology,528.86
ORD00295,2023-04-28,West,Furniture,378.92
ORD00296,2022-09-03,South,Technology,127.9
ORD00297,2023-08-04,East,Technology,28.21
ORD00298,2023-11-09,South,Furniture,59.42
ORD00299,2022-08-06,Central,Office Supplies,328.77
ORD00300,2022-04-04,West,Office Supplies,123.46
ORD00301,2022-06-06,South,Furniture,362.53
ORD00302,2023-02-21,East,Technology,209.31
ORD00303,2023-06-04,Central,Office Supplies,170.34
ORD00304,2023-07-19,Central,Furniture,164.31
ORD00305,2023-12-05,Central,Furniture,398.81
ORD00306,2022-12-12,West,Technology,42.21
ORD00307,2023-01-22,South,Furniture,474.32
ORD00308,2023-07-27,South,Technology,298.38
ORD00309,2023-07-13,South,Furniture,284.9
ORD00310,2023-06-04,South,Technology,477.74
ORD00311,2022-12-02,South,Office Supplies,377.26
ORD00312,2022-08-03,West,Furniture,396.82
ORD00313,2022-03-18,South,Technology,285.81
ORD00314,2023-12-20,West,Furniture,480.28
ORD00315,2022-05-02,South,Furniture,146.93
ORD00316,2023-10-01,South,Furniture,378.91
ORD00317,2022-07-04,South,Technology,564.72
ORD00318,2022-12-23,West,Office Supplies,162.74
ORD00319,2022-08-28,South,Furniture,425.08
ORD00320,2023-04-16,Central,Technology,526.98
ORD00321,2022-04-27,West,Office Supplies,32.56
ORD00322,2022-12-14,Central,Furniture,211.0
ORD00323,2022-05-15,West,Office Supplies,151.8
ORD00324,2022-10-26,West,Office Supplies,480.56
ORD00325,2022-08-16,East,Technology,97.7
ORD00326,2022-07-02,West,Office Supplies,317.79
ORD00327,2022-03-30,Central,Office Supplies,242.35
ORD00328,2022-10-05,West,Technology,465.61
ORD00329,2023-02-28,Central,Technology,540.67
ORD00330,2023-10-30,West,Office Supplies,183.65
ORD00331,2022-02-22,South,Furniture,438.28
ORD00332,2023-08-08,East,Office Supplies,315.49
ORD00333,2022-02-07,South,Technology,437.75
ORD00334,2023-01-18,South,Furniture,432.98
ORD00335,2023-10-16,West,Technology,340.57
ORD00336,2023-05-21,West,Office Supplies,428.46
ORD00337,2023-08-05,East,Technology,609.33
ORD00338,2022-06-04,East,Technology,225.57
ORD00339,2023-07-08,West,Technology,573.24
ORD00340,2023-03-31,Central,Office Supplies,382.02
ORD00341,2022-10-18,East,Furniture,106.97
ORD00342,2023-10-31,South,Furniture,19.31
ORD00343,2022-08-12,West,Technology,180.67
ORD00344,2023-11-07,East,Technology,274.77
ORD00345,2023-09-04,South,Technology,156.27
ORD00346,2023-04-03,West,Office Supplies,396.9
ORD00347,2022-04-03,West,Technology,602.71
ORD00348,2022-04-20,West,Furniture,62.17
ORD00349,2022-11-02,East,Technology,313.31
ORD00350,2023-03-16,Central,Office Supplies,351.24
ORD00351,2023-08-17,West,Furniture,378.77
ORD00352,2022-07-09,West,Office Supplies,391.18
ORD00353,2023-12-28,East,Technology,94.78
ORD00354,2023-08-08,Central,Furniture,179.2
ORD00355,2022-08-20,East,Furniture,491.41
ORD00356,2023-09-09,West,Technology,251.93
ORD00357,2022-06-04,Central,Office Supplies,277.38
ORD00358,2023-06-29,Central,Furniture,357.17
ORD00359,2023-03-04,South,Office Supplies,420.89
ORD00360,2022-11-01,Central,Furniture,424.03
ORD00361,2022-11-05,East,Technology,332.65
ORD00362,2022-06-28,Central,Technology,120.18
ORD00363,2023-02-04,Central,Office Supplies,150.84
ORD00364,2022-08-20,East,Technology,38.04
ORD00365,2022-03-27,West,Technology,130.65
ORD00366,2023-09-23,Central,Office Supplies,48.24
ORD00367,2022-03-28,West,Technology,23.45
ORD00368,2023-02-09,West,Office Supplies,316.26
ORD00369,2022-11-15,East,Furniture,171.7
ORD00370,2023-02-11,South,Technology,369.74
ORD00371,2023-03-22,West,Furniture,503.04
ORD00372,2023-06-29,East,Furniture,429.22
ORD00373,2023-08-06,West,Furniture,517.5
ORD00374,2023-08-13,West,Technology,371.9
ORD00375,2022-07-29,South,Furniture,225.32
ORD00376,2023-03-06,East,Technology,164.46
ORD00377,2022-11-12,South,Technology,442.67
ORD00378,2023-07-04,West,Office Supplies,426.11
ORD00379,2023-02-23,Central,Office Supplies,419.11
ORD00380,2022-02-07,Central,Office Supplies,344.96
ORD00381,2022-01-20,South,Technology,22.98
ORD00382,2023-02-05,Central,Office Supplies,499.28
ORD00383,2023-08-10,West,Office Supplies,333.19
ORD00384,2022-09-18,East,Technology,39.5
ORD00385,2022-09-15,East,Furniture,282.58
ORD00386,2022-12-26,Central,Furniture,34.11
ORD00387,2022-07-06,Central,Furniture,164.7
ORD00388,2022-04-08,West,Office Supplies,152.48
ORD00389,2022-09-11,South,Technology,519.9
ORD00390,2022-05-29,Central,Furniture,95.5
ORD00391,2022-11-29,Central,Furniture,180.76
ORD00392,2022-04-01,South,Technology,58.2
ORD00393,2023-09-22,East,Technology,277.39
ORD00394,2023-11-19,West,Technology,104.74
ORD00395,2022-11-30,East,Office Supplies,222.93
ORD00396,2022-03-08,East,Furniture,466.52
ORD00397,2023-12-23,East,Furniture,111.92
ORD00398,2023-05-23,East,Technology,232.14
ORD00399,2023-02-20,South,Technology,83.65
ORD00400,2023-01-21,South,Office Supplies,401.67
ORD00401,2022-07-20,West,Technology,471.47
ORD00402,2022-06-26,Central,Technology,570.75
ORD00403,2023-12-20,South,Office Supplies,374.8
ORD00404,2022-08-13,East,Furniture,368.29
ORD00405,2023-05-16,South,Office Supplies,248.23
ORD00406,2022-07-28,Central,Furniture,294.19
ORD00407,2023-05-23,West,Office Supplies,317.51
ORD00408,2022-03-21,West,Office Supplies,310.2
ORD00409,2022-03-01,Central,Furniture,223.21
ORD00410,2023-01-17,Central,Technology,411.02
ORD00411,2022-01-09,South,Technology,85.87
ORD00412,2023-05-02,Central,Technology,190.9
ORD00413,2023-10-06,South,Office Supplies,180.15
ORD00414,2022-07-05,West,Office Supplies,275.07
ORD00415,2022-12-25,South,Office Supplies,194.85
ORD00416,2022-04-17,East,Office Supplies,21.86
ORD00417,2022-07-05,South,Furniture,298.88
ORD00418,2022-08-08,South,Office Supplies,170.06
ORD00419,2023-05-21,East,Office Supplies,218.57
ORD00420,2022-07-28,South,Furniture,290.28
ORD00421,2023-06-05,Central,Technology,346.41
ORD00422,2023-12-21,Central,Office Supplies,311.54
ORD00423,2023-03-11,West,Office Supplies,475.22
ORD00424,2022-04-04,West,Technology,72.03
ORD00425,2022-06-13,West,Office Supplies,499.38
ORD00426,2022-12-16,East,Office Supplies,247.45
ORD00427,2023-01-24,West,Technology,513.33
ORD00428,2022-04-11,South,Furniture,269.29
ORD00429,2022-11-22,East,Technology,363.59
ORD00430,2022-11-10,West,Furniture,195.79
ORD00431,2022-05-29,Central,Technology,355.01
ORD00432,2023-10-24,South,Technology,76.31
ORD00433,2023-09-01,West,Technology,526.98
ORD00434,2022-08-01,South,Technology,78.11
ORD00435,2023-07-06,East,Furniture,254.04
ORD00436,2022-10-26,South,Office Supplies,109.77
ORD00437,2022-08-17,Central,Furniture,97.0
ORD00438,2023-04-16,East,Furniture,222.26
ORD00439,2023-01-25,East,Technology,36.08
ORD00440,2023-05-02,Central,Technology,127.92
ORD00441,2022-10-23,East,Furniture,266.2
ORD00442,2022-06-28,Central,Furniture,35.32
ORD00443,2022-06-22,Central,Furniture,34.64
ORD00444,2022-04-28,South,Technology,356.78
ORD00445,2023-03-19,West,Furniture,108.07
ORD00446,2023-02-01,East,Office Supplies,477.64
ORD00447,2022-01-02,East,Technology,354.28
ORD00448,2023-11-29,South,Technology,260.47
ORD00449,2022-05-18,Central,Technology,266.48
ORD00450,2022-01-14,West,Furniture,508.43
ORD00451,2023-06-05,West,Technology,620.3
ORD00452,2022-12-26,West,Technology,452.95
ORD00453,2023-12-03,East,Furniture,222.02
ORD00454,2022-10-17,Central,Furniture,138.54
ORD00455,2023-07-16,South,Office Supplies,269.86
ORD00456,2023-09-12,East,Furniture,101.95
ORD00457,2022-05-22,Central,Office Supplies,434.21
ORD00458,2022-09-24,Central,Office Supplies,348.25
ORD00459,2022-10-20,Central,Office Supplies,13.62
ORD00460,2023-05-01,East,Technology,180.02
ORD00461,2023-09-16,Central,Technology,540.36
ORD00462,2022-08-31,Central,Furniture,39.33
ORD00463,2023-09-17,West,Office Supplies,62.29
ORD00464,2023-01-04,West,Office Supplies,254.99
ORD00465,2023-09-02,West,Furniture,393.98
ORD00466,2023-04-21,East,Technology,603.63
ORD00467,2023-04-14,South,Office Supplies,195.83
ORD00468,2022-05-22,Central,Furniture,217.68
ORD00469,2022-01-11,South,Furniture,246.44
ORD00470,2022-09-01,East,Technology,391.37
ORD00471,2022-05-28,South,Technology,325.26
ORD00472,2022-12-25,East,Technology,27.81
ORD00473,2022-02-08,South,Technology,207.83
ORD00474,2022-05-14,South,Furniture,307.23
ORD00475,2022-06-10,West,Office Supplies,238.1
ORD00476,2022-08-30,East,Office Supplies,115.63
ORD00477,2022-04-03,South,Furniture,480.45
ORD00478,2023-10-30,South,Office Supplies,481.17
ORD00479,2023-09-25,South,Technology,316.34
ORD00480,2022-10-23,West,Furniture,26.82
ORD00481,2023-02-22,South,Furniture,346.38
ORD00482,2023-12-18,South,Furniture,130.66
ORD00483,2023-11-24,West,Technology,244.29
ORD00484,2022-11-17,West,Office Supplies,463.52
ORD00485,2023-01-08,West,Technology,538.97
ORD00486,2022-05-25,Central,Technology,117.87
ORD00487,2023-07-16,West,Office Supplies,74.55
ORD00488,2023-04-19,East,Furniture,416.55
ORD00489,2022-05-28,West,Technology,530.84
ORD00490,2022-06-23,Central,Office Supplies,199.55
ORD00491,2022-08-23,East,Furniture,136.62
ORD00492,2023-09-12,Central,Office Supplies,207.79
ORD00493,2023-12-11,East,Furniture,179.42
ORD00494,2023-12-10,South,Office Supplies,18.54
ORD00495,2023-05-10,East,Office Supplies,156.71
ORD00496,2023-01-06,West,Furniture,522.79
ORD00497,2022-04-22,Central,Furniture,430.97
ORD00498,2022-05-07,South,Office Supplies,481.65
ORD00499,2023-09-06,East,Office Supplies,267.12
ORD00500,2023-07-19,South,Office Supplies,85.16
ORD00501,2023-12-14,West,Furniture,216.36
ORD00502,2023-09-28,South,Furniture,382.61
ORD00503,2022-11-12,Central,Office Supplies,282.32
ORD00504,2023-02-14,Central,Office Supplies,85.99
ORD00505,2022-07-14,West,Furniture,365.34
ORD00506,2023-09-08,Central,Furniture,318.36
ORD00507,2023-11-29,South,Furniture,119.94
ORD00508,2023-07-18,East,Office Supplies,333.46
ORD00509,2022-09-21,West,Office Supplies,448.58
ORD00510,2023-03-11,Central,Technology,234.92
ORD00511,2022-09-04,East,Office Supplies,62.66
ORD00512,2023-12-22,West,Technology,378.2
ORD00513,2023-11-26,East,Furniture,349.88
ORD00514,2022-11-28,West,Technology,414.71
ORD00515,2022-11-04,Central,Office Supplies,352.15
ORD00516,2023-01-20,West,Technology,45.4
ORD00517,2023-06-30,West,Office Supplies,519.5
ORD00518,2023-08-30,East,Office Supplies,150.16
ORD00519,2022-01-10,Central,Technology,78.78
ORD00520,2023-08-15,West,Office Supplies,22.23
ORD00521,2023-08-09,West,Office Supplies,137.25
ORD00522,2022-03-05,West,Furniture,278.28
ORD00523,2023-09-06,East,Furniture,237.89
ORD00524,2023-09-02,East,Technology,143.86
ORD00525,2023-01-11,South,Technology,78.56
ORD00526,2022-10-29,East,Furniture,368.24
ORD00527,2023-03-15,West,Technology,241.24
ORD00528,2022-09-07,East,Office Supplies,57.52
ORD00529,2023-07-09,West,Furniture,215.24
ORD00530,2023-02-03,West,Technology,468.57
ORD00531,2023-11-23,Central,Furniture,445.28
ORD00532,2022-02-18,South,Furniture,169.74
ORD00533,2023-05-14,Central,Furniture,79.15
ORD00534,2022-08-31,Central,Office Supplies,247.62
ORD00535,2023-04-07,South,Office Supplies,183.9
ORD00536,2023-05-22,East,Technology,107.86
ORD00537,2022-05-19,Central,Office Supplies,23.4
ORD00538,2023-02-24,Central,Technology,156.15
ORD00539,2023-09-11,South,Technology,308.85
ORD00540,2023-09-03,Central,Furniture,263.35
ORD00541,2023-07-20,East,Furniture,496.99
ORD00542,2022-10-19,West,Technology,336.83
ORD00543,2023-11-29,South,Furniture,394.82
ORD00544,2023-11-13,South,Furniture,412.32
ORD00545,2023-09-23,East,Furniture,303.99
ORD00546,2022-06-06,South,Technology,250.39
ORD00547,2023-10-10,Central,Office Supplies,415.53
ORD00548,2022-07-08,West,Furniture,497.43
ORD00549,2022-04-07,West,Office Supplies,287.49
ORD00550,2022-03-05,East,Office Supplies,405.16
ORD00551,2023-09-01,South,Furniture,69.6
ORD00552,2023-10-07,Central,Technology,64.92
ORD00553,2023-11-04,East,Technology,561.3
ORD00554,2023-07-24,West,Office Supplies,535.65
ORD00555,2023-12-09,East,Technology,394.03
ORD00556,2023-03-27,South,Furniture,241.8
ORD00557,2022-02-07,South,Technology,590.1
ORD00558,2023-05-28,South,Office Supplies,105.28
ORD00559,2022-04-03,Central,Office Supplies,87.59
ORD00560,2023-06-23,West,Technology,35.33
ORD00561,2022-08-14,South,Office Supplies,132.16
ORD00562,2023-02-25,West,Furniture,251.85
ORD00563,2023-12-01,Central,Office Supplies,311.62
ORD00564,2022-05-02,Central,Office Supplies,203.48
ORD00565,2022-08-21,East,Technology,619.42
ORD00566,2022-11-10,East,Technology,558.54
ORD00567,2022-09-08,West,Office Supplies,523.71
ORD00568,2022-08-25,South,Office Supplies,481.17
